iso639_3,iso639_1,iso639_2t,iso639_2b,name_en,name_native,family,scope,type
smf,,,,Auwe,,,I,L
smg,,,,Simbali,,,I,L
smh,,,,Samei,,,I,L
smj,,smj,smj,Lule Sami,,,I,L
smk,,,,Bolinao,,,I,L
sml,,,,Central Sama,,,I,L
smm,,,,Musasa,,,I,L
smn,,smn,smn,Inari Sami,,,I,L
smo,sm,smo,smo,Samoan,gagana fa'a Samoa,Austronesian,I,L
smp,,,,Samaritan,,,I,E
smq,,,,Samo,,,I,L
smr,,,,Simeulue,,,I,L
sms,,sms,sms,Skolt Sami,,,I,L
smt,,,,Simte,,,I,L
smu,,,,Somray,,,I,E
smv,,,,Samvedi,,,I,L
smw,,,,Sumbawa,,,I,L
smx,,,,Samba,,,I,L
smy,,,,Semnani,,,I,L
smz,,,,Simeku,,,I,L
sna,sn,sna,sna,Shona,chiShona,Niger–Congo,I,L
snc,,,,Sinaugoro,,,I,L
snd,sd,snd,snd,Sindhi,"सिन्धी, سنڌي، سندھی‎",Indo-European,I,L
sne,,,,Bau Bidayuh,,,I,L
snf,,,,Noon,,,I,L
sng,,,,Sanga (Democratic Republic of Congo),,,I,L
sni,,,,Sensi,,,I,E
snj,,,,Riverain Sango,,,I,L
snk,,snk,snk,Soninke,,,I,L
snl,,,,Sangil,,,I,L
snm,,,,Southern Ma'di,,,I,L
snn,,,,Siona,,,I,L
sno,,,,Snohomish,,,I,L
snp,,,,Siane,,,I,L
snq,,,,Sangu (Gabon),,,I,L
snr,,,,Sihan,,,I,L
sns,,,,South West Bay,,,I,L
snu,,,,Senggi,,,I,L
snv,,,,Sa'ban,,,I,L
snw,,,,Selee,,,I,L
snx,,,,Sam,,,I,L
sny,,,,Saniyo-Hiyewe,,,I,L
snz,,,,Kou,,,I,L
soa,,,,Thai Song,,,I,L
sob,,,,Sobei,,,I,L
soc,,,,So (Democratic Republic of Congo),,,I,L
sod,,,,Songoora,,,I,L
soe,,,,Songomeno,,,I,L
sog,,sog,sog,Sogdian,,,I,H
soh,,,,Aka,,,I,L
soi,,,,Sonha,,,I,L
soj,,,,Soi,,,I,L
sok,,,,Sokoro,,,I,L
sol,,,,Solos,,,I,L
som,so,som,som,Somali,"Soomaaliga, af Soomaali",Afro-Asiatic,I,L
soo,,,,Songo,,,I,L
sop,,,,Songe,,,I,L
soq,,,,Kanasi,,,I,L
sor,,,,Somrai,,,I,L
sos,,,,Seeku,,,I,L
sot,st,sot,sot,Southern Sotho,Sesotho,Niger–Congo,I,L
sou,,,,Southern Thai,,,I,L
sov,,,,Sonsorol,,,I,L
sow,,,,Sowanda,,,I,L
sox,,,,Swo,,,I,L
soy,,,,Miyobe,,,I,L
soz,,,,Temi,,,I,L
spa,es,spa,spa,Spanish,Español,Indo-European,I,L
spb,,,,Sepa (Indonesia),,,I,L
spc,,,,Sapé,,,I,L
spd,,,,Saep,,,I,L
spe,,,,Sepa (Papua New Guinea),,,I,L
spg,,,,Sian,,,I,L
spi,,,,Saponi,,,I,L
spk,,,,Sengo,,,I,L
spl,,,,Selepet,,,I,L
spm,,,,Akukem,,,I,L
spn,,,,Sanapaná,,,I,L
spo,,,,Spokane,,,I,L
spp,,,,Supyire Senoufo,,,I,L
spq,,,,Loreto-Ucayali Spanish,,,I,L
spr,,,,Saparua,,,I,L
sps,,,,Saposa,,,I,L
spt,,,,Spiti Bhoti,,,I,L
spu,,,,Sapuan,,,I,L
spv,,,,Sambalpuri,,,I,L
spx,,,,South Picene,,,I,H
spy,,,,Sabaot,,,I,L
sqa,,,,Shama-Sambuga,,,I,L
sqh,,,,Shau,,,I,L
sqi,sq,sqi,alb,Albanian,Shqip,Indo-European,M,L
sqk,,,,Albanian Sign Language,,,I,L
sqm,,,,Suma,,,I,L
sqn,,,,Susquehannock,,,I,E
sqo,,,,Sorkhei,,,I,L
sqq,,,,Sou,,,I,L
sqr,,,,Siculo Arabic,,,I,H
sqs,,,,Sri Lankan Sign Language,,,I,L
sqt,,,,Soqotri,,,I,L
squ,,,,Squamish,,,I,L
sqx,,,,Kufr Qassem Sign Language (KQSL),,,I,L
sra,,,,Saruga,,,I,L
srb,,,,Sora,,,I,L
src,,,,Logudorese Sardinian,,,I,L
srd,sc,srd,srd,Sardinian,sardu,Indo-European,M,L
sre,,,,Sara,,,I,L
srf,,,,Nafi,,,I,L
srg,,,,Sulod,,,I,L
srh,,,,Sarikoli,,,I,L
sri,,,,Siriano,,,I,L
srk,,,,Serudung Murut,,,I,L
srl,,,,Isirawa,,,I,L
srm,,,,Saramaccan,,,I,L
srn,,srn,srn,Sranan Tongo,,,I,L
sro,,,,Campidanese Sardinian,,,I,L
srp,sr,srp,srp,Serbian,српски језик,Indo-European,I,L
srq,,,,Sirionó,,,I,L
srr,,srr,srr,Serer,,,I,L
srs,,,,Tsuut'ina,,,I,L
srt,,,,Sauri,,,I,L
sru,,,,Suruí,,,I,L
srv,,,,Southern Sorsoganon,,,I,L
srw,,,,Serua,,,I,L
srx,,,,Sirmauri,,,I,L
sry,,,,Sera,,,I,L
srz,,,,Shahmirzadi,,,I,L
ssb,,,,Southern Sama,,,I,L
ssc,,,,Suba-Simbiti,,,I,L
ssd,,,,Siroi,,,I,L
sse,,,,Balangingi,,,I,L
ssf,,,,Thao,,,I,L
ssg,,,,Seimat,,,I,L
ssh,,,,Shihhi Arabic,,,I,L
ssi,,,,Sansi,,,I,L
ssj,,,,Sausi,,,I,L
ssk,,,,Sunam,,,I,L
ssl,,,,Western Sisaala,,,I,L
ssm,,,,Semnam,,,I,L
ssn,,,,Waata,,,I,L
sso,,,,Sissano,,,I,L
ssp,,,,Spanish Sign Language,,,I,L
ssq,,,,So'a,,,I,L
ssr,,,,Swiss-French Sign Language,,,I,L
sss,,,,Sô,,,I,L
sst,,,,Sinasina,,,I,L
ssu,,,,Susuami,,,I,L
ssv,,,,Shark Bay,,,I,L
ssw,ss,ssw,ssw,Swati,SiSwati,Niger–Congo,I,L
ssx,,,,Samberigi,,,I,L
ssy,,,,Saho,,,I,L
ssz,,,,Sengseng,,,I,L
sta,,,,Settla,,,I,L
stb,,,,Northern Subanen,,,I,L
std,,,,Sentinel,,,I,L
ste,,,,Liana-Seti,,,I,L
stf,,,,Seta,,,I,L
stg,,,,Trieng,,,I,L
sth,,,,Shelta,,,I,L
sti,,,,Bulo Stieng,,,I,L
stj,,,,Matya Samo,,,I,L
stk,,,,Arammba,,,I,L
stl,,,,Stellingwerfs,,,I,L
stm,,,,Setaman,,,I,L
stn,,,,Owa,,,I,L
sto,,,,Stoney,,,I,L
stp,,,,Southeastern Tepehuan,,,I,L
stq,,,,Saterfriesisch,,,I,L
str,,,,Straits Salish,,,I,L
sts,,,,Shumashti,,,I,L
stt,,,,Budeh Stieng,,,I,L
stu,,,,Samtao,,,I,L
stv,,,,Silt'e,,,I,L
stw,,,,Satawalese,,,I,L
sty,,,,Siberian Tatar,,,I,L
sua,,,,Sulka,,,I,L
sub,,,,Suku,,,I,L
suc,,,,Western Subanon,,,I,L
sue,,,,Suena,,,I,L
sug,,,,Suganga,,,I,L
sui,,,,Suki,,,I,L
suj,,,,Shubi,,,I,L
suk,,suk,suk,Sukuma,,,I,L
sun,su,sun,sun,Sundanese,Basa Sunda,Austronesian,I,L
suo,,,,Bouni,,,I,L
suq,,,,Tirmaga-Chai Suri,,,I,L
sur,,,,Mwaghavul,,,I,L
sus,,sus,sus,Susu,,,I,L
sut,,,,Subtiaba,,,I,E
suv,,,,Puroik,,,I,L
suw,,,,Sumbwa,,,I,L
sux,,sux,sux,Sumerian,,,I,H
suy,,,,Suyá,,,I,L
suz,,,,Sunwar,,,I,L
sva,,,,Svan,,,I,L
svb,,,,Ulau-Suain,,,I,L
svc,,,,Vincentian Creole English,,,I,L
sve,,,,Serili,,,I,L
svk,,,,Slovakian Sign Language,,,I,L
svm,,,,Slavomolisano,,,I,L
svs,,,,Savosavo,,,I,L
svx,,,,Skalvian,,,I,H
swa,sw,swa,swa,Swahili (macrolanguage),Kiswahili,Niger–Congo,M,L
swb,,,,Maore Comorian,,,I,L
swc,,,,Congo Swahili,,,I,L
swe,sv,swe,swe,Swedish,svenska,Indo-European,I,L
swf,,,,Sere,,,I,L
swg,,,,Swabian,,,I,L
swh,,,,Swahili (individual language),,,I,L
swi,,,,Sui,,,I,L
swj,,,,Sira,,,I,L
swk,,,,Malawi Sena,,,I,L
swl,,,,Swedish Sign Language,,,I,L
swm,,,,Samosa,,,I,L
swn,,,,Sawknah,,,I,L
swo,,,,Shanenawa,,,I,L
swp,,,,Suau,,,I,L
swq,,,,Sharwa,,,I,L
swr,,,,Saweru,,,I,L
sws,,,,Seluwasan,,,I,L
swt,,,,Sawila,,,I,L
swu,,,,Suwawa,,,I,L
swv,,,,Shekhawati,,,I,L
sww,,,,Sowa,,,I,E
swx,,,,Suruahá,,,I,L
swy,,,,Sarua,,,I,L
sxb,,,,Suba,,,I,L
sxc,,,,Sicanian,,,I,H
sxe,,,,Sighu,,,I,L
sxg,,,,Shuhi,,,I,L
sxk,,,,Southern Kalapuya,,,I,E
sxl,,,,Selian,,,I,E
sxm,,,,Samre,,,I,L
sxn,,,,Sangir,,,I,L
sxo,,,,Sorothaptic,,,I,H
sxr,,,,Saaroa,,,I,L
sxs,,,,Sasaru,,,I,L
sxu,,,,Upper Saxon,,,I,L
sxw,,,,Saxwe Gbe,,,I,L
sya,,,,Siang,,,I,L
syb,,,,Central Subanen,,,I,L
syc,,syc,syc,Classical Syriac,,,I,H
syi,,,,Seki,,,I,L
syk,,,,Sukur,,,I,L
syl,,,,Sylheti,,,I,L
sym,,,,Maya Samo,,,I,L
syn,,,,Senaya,,,I,L
syo,,,,Suoy,,,I,L
syr,,syr,syr,Syriac,,,M,L
sys,,,,Sinyar,,,I,L
syw,,,,Kagate,,,I,L
syx,,,,Samay,,,I,L
syy,,,,Al-Sayyid Bedouin Sign Language,,,I,L
sza,,,,Semelai,,,I,L
szb,,,,Ngalum,,,I,L
szc,,,,Semaq Beri,,,I,L
sze,,,,Seze,,,I,L
szg,,,,Sengele,,,I,L
szl,,,,Silesian,,,I,L
szn,,,,Sula,,,I,L
szp,,,,Suabo,,,I,L
szs,,,,Solomon Islands Sign Language,,,I,L
szv,,,,Isubu,,,I,L
szw,,,,Sawai,,,I,L
szy,,,,Sakizaya,,,I,L
taa,,,,Lower Tanana,,,I,L
tab,,,,Tabassaran,,,I,L
tac,,,,Lowland Tarahumara,,,I,L
tad,,,,Tause,,,I,L
tae,,,,Tariana,,,I,L
taf,,,,Tapirapé,,,I,L
tag,,,,Tagoi,,,I,L
tah,ty,tah,tah,Tahitian,Reo Tahiti,Austronesian,I,L
taj,,,,Eastern Tamang,,,I,L
tak,,,,Tala,,,I,L
tal,,,,Tal,,,I,L
tam,ta,tam,tam,Tamil,தமிழ்,Dravidian,I,L
tan,,,,Tangale,,,I,L
tao,,,,Yami,,,I,L
tap,,,,Taabwa,,,I,L
taq,,,,Tamasheq,,,I,L
tar,,,,Central Tarahumara,,,I,L
tas,,,,Tay Boi,,,I,E
tat,tt,tat,tat,Tatar,"татар теле, tatar tele",Turkic,I,L
tau,,,,Upper Tanana,,,I,L
tav,,,,Tatuyo,,,I,L
taw,,,,Tai,,,I,L
tax,,,,Tamki,,,I,L
tay,,,,Atayal,,,I,L
taz,,,,Tocho,,,I,L
tba,,,,Aikanã,,,I,L
tbc,,,,Takia,,,I,L
tbd,,,,Kaki Ae,,,I,L
tbe,,,,Tanimbili,,,I,L
tbf,,,,Mandara,,,I,L
tbg,,,,North Tairora,,,I,L
tbh,,,,Dharawal,,,I,E
tbi,,,,Gaam,,,I,L
tbj,,,,Tiang,,,I,L
tbk,,,,Calamian Tagbanwa,,,I,L
tbl,,,,Tboli,,,I,L
tbm,,,,Tagbu,,,I,L
tbn,,,,Barro Negro Tunebo,,,I,L
tbo,,,,Tawala,,,I,L
tbp,,,,Taworta,,,I,L
tbr,,,,Tumtum,,,I,L
tbs,,,,Tanguat,,,I,L
tbt,,,,Tembo (Kitembo),,,I,L
tbu,,,,Tubar,,,I,E
tbv,,,,Tobo,,,I,L
tbw,,,,Tagbanwa,,,I,L
tbx,,,,Kapin,,,I,L
tby,,,,Tabaru,,,I,L
tbz,,,,Ditammari,,,I,L
tca,,,,Ticuna,,,I,L
tcb,,,,Tanacross,,,I,L
tcc,,,,Datooga,,,I,L
tcd,,,,Tafi,,,I,L
tce,,,,Southern Tutchone,,,I,L
tcf,,,,Malinaltepec Me'phaa,,,I,L
tcg,,,,Tamagario,,,I,L
tch,,,,Turks And Caicos Creole English,,,I,L
tci,,,,Wára,,,I,L
tck,,,,Tchitchege,,,I,L
tcl,,,,Taman (Myanmar),,,I,E
tcm,,,,Tanahmerah,,,I,L
tcn,,,,Tichurong,,,I,L
tco,,,,Taungyo,,,I,L
tcp,,,,Tawr Chin,,,I,L
tcq,,,,Kaiy,,,I,L
tcs,,,,Torres Strait Creole,,,I,L
tct,,,,T'en,,,I,L
tcu,,,,Southeastern Tarahumara,,,I,L
tcw,,,,Tecpatlán Totonac,,,I,L
tcx,,,,Toda,,,I,L
tcy,,,,Tulu,,,I,L
tcz,,,,Thado Chin,,,I,L
tda,,,,Tagdal,,,I,L
tdb,,,,Panchpargania,,,I,L
tdc,,,,Emberá-Tadó,,,I,L
tdd,,,,Tai Nüa,,,I,L
tde,,,,Tiranige Diga Dogon,,,I,L
tdf,,,,Talieng,,,I,L
tdg,,,,Western Tamang,,,I,L
tdh,,,,Thulung,,,I,L
tdi,,,,Tomadino,,,I,L
tdj,,,,Tajio,,,I,L
tdk,,,,Tambas,,,I,L
tdl,,,,Sur,,,I,L
tdm,,,,Taruma,,,I,L
tdn,,,,Tondano,,,I,L
tdo,,,,Teme,,,I,L
tdq,,,,Tita,,,I,L
tdr,,,,Todrah,,,I,L
tds,,,,Doutai,,,I,L
tdt,,,,Tetun Dili,,,I,L
tdv,,,,Toro,,,I,L
tdx,,,,Tandroy-Mahafaly Malagasy,,,I,L
tdy,,,,Tadyawan,,,I,L
tea,,,,Temiar,,,I,L
teb,,,,Tetete,,,I,E
tec,,,,Terik,,,I,L
ted,,,,Tepo Krumen,,,I,L
tee,,,,Huehuetla Tepehua,,,I,L
tef,,,,Teressa,,,I,L
teg,,,,Teke-Tege,,,I,L
teh,,,,Tehuelche,,,I,L
tei,,,,Torricelli,,,I,L
tek,,,,Ibali Teke,,,I,L
tel,te,tel,tel,Telugu,తెలుగు,Dravidian,I,L
tem,,tem,tem,Timne,,,I,L
ten,,,,Tama (Colombia),,,I,E
teo,,,,Teso,,,I,L
tep,,,,Tepecano,,,I,E
teq,,,,Temein,,,I,L
ter,,ter,ter,Tereno,,,I,L
tes,,,,Tengger,,,I,L
tet,,tet,tet,Tetum,,,I,L
teu,,,,Soo,,,I,L
tev,,,,Teor,,,I,L
tew,,,,Tewa (USA),,,I,L
tex,,,,Tennet,,,I,L
tey,,,,Tulishi,,,I,L
tez,,,,Tetserret,,,I,L
tfi,,,,Tofin Gbe,,,I,L
tfn,,,,Tanaina,,,I,L
tfo,,,,Tefaro,,,I,L
tfr,,,,Teribe,,,I,L
tft,,,,Ternate,,,I,L
tga,,,,Sagalla,,,I,L
tgb,,,,Tobilung,,,I,L
tgc,,,,Tigak,,,I,L
tgd,,,,Ciwogai,,,I,L
tge,,,,Eastern Gorkha Tamang,,,I,L
tgf,,,,Chalikha,,,I,L
tgh,,,,Tobagonian Creole English,,,I,L
tgi,,,,Lawunuia,,,I,L
tgj,,,,Tagin,,,I,L
tgk,tg,tgk,tgk,Tajik,"тоҷикӣ, toçikī, تاجیکی‎",Indo-European,I,L
tgl,tl,tgl,tgl,Tagalog,Wikang Tagalog,Austronesian,I,L
tgn,,,,Tandaganon,,,I,L
tgo,,,,Sudest,,,I,L
tgp,,,,Tangoa,,,I,L
tgq,,,,Tring,,,I,L
tgr,,,,Tareng,,,I,L
tgs,,,,Nume,,,I,L
tgt,,,,Central Tagbanwa,,,I,L
tgu,,,,Tanggu,,,I,L
tgv,,,,Tingui-Boto,,,I,E
tgw,,,,Tagwana Senoufo,,,I,L
tgx,,,,Tagish,,,I,L
tgy,,,,Togoyo,,,I,E
tgz,,,,Tagalaka,,,I,E
tha,th,tha,tha,Thai,ไทย,Tai–Kadai,I,L
thd,,,,Kuuk Thaayorre,,,I,L
the,,,,Chitwania Tharu,,,I,L
thf,,,,Thangmi,,,I,L
thh,,,,Northern Tarahumara,,,I,L
thi,,,,Tai Long,,,I,L
thk,,,,Tharaka,,,I,L
thl,,,,Dangaura Tharu,,,I,L
thm,,,,Aheu,,,I,L
thn,,,,Thachanadan,,,I,L
thp,,,,Thompson,,,I,L
thq,,,,Kochila Tharu,,,I,L
thr,,,,Rana Tharu,,,I,L
ths,,,,Thakali,,,I,L
tht,,,,Tahltan,,,I,L
thu,,,,Thuri,,,I,L
thv,,,,Tahaggart Tamahaq,,,I,L
thy,,,,Tha,,,I,L
thz,,,,Tayart Tamajeq,,,I,L
tia,,,,Tidikelt Tamazight,,,I,L
tic,,,,Tira,,,I,L
tif,,,,Tifal,,,I,L
tig,,tig,tig,Tigre,,,I,L
tih,,,,Timugon Murut,,,I,L
tii,,,,Tiene,,,I,L
tij,,,,Tilung,,,I,L
tik,,,,Tikar,,,I,L
til,,,,Tillamook,,,I,E
tim,,,,Timbe,,,I,L
tin,,,,Tindi,,,I,L
tio,,,,Teop,,,I,L
tip,,,,Trimuris,,,I,L
tiq,,,,Tiéfo,,,I,L
tir,ti,tir,tir,Tigrinya,ትግርኛ,Afro-Asiatic,I,L
tis,,,,Masadiit Itneg,,,I,L
tit,,,,Tinigua,,,I,L
tiu,,,,Adasen,,,I,L
tiv,,tiv,tiv,Tiv,,,I,L
tiw,,,,Tiwi,,,I,L
tix,,,,Southern Tiwa,,,I,L
tiy,,,,Tiruray,,,I,L
tiz,,,,Tai Hongjin,,,I,L
tja,,,,Tajuasohn,,,I,L
tjg,,,,Tunjung,,,I,L
tji,,,,Northern Tujia,,,I,L
tjj,,,,Tjungundji,,,I,L
tjl,,,,Tai Laing,,,I,L
tjm,,,,Timucua,,,I,E
tjn,,,,Tonjon,,,I,E
tjo,,,,Temacine Tamazight,,,I,L
tjp,,,,Tjupany,,,I,L
tjs,,,,Southern Tujia,,,I,L
tju,,,,Tjurruru,,,I,E
tjw,,,,Djabwurrung,,,I,L
tka,,,,Truká,,,I,E
tkb,,,,Buksa,,,I,L
tkd,,,,Tukudede,,,I,L
tke,,,,Takwane,,,I,L
tkf,,,,Tukumanféd,,,I,E
tkg,,,,Tesaka Malagasy,,,I,L
tkl,,tkl,tkl,Tokelau,,,I,L
tkm,,,,Takelma,,,I,E
tkn,,,,Toku-No-Shima,,,I,L
tkp,,,,Tikopia,,,I,L
tkq,,,,Tee,,,I,L
tkr,,,,Tsakhur,,,I,L
tks,,,,Takestani,,,I,L
tkt,,,,Kathoriya Tharu,,,I,L
tku,,,,Upper Necaxa Totonac,,,I,L
tkv,,,,Mur Pano,,,I,L
tkw,,,,Teanu,,,I,L
tkx,,,,Tangko,,,I,L
tkz,,,,Takua,,,I,L
tla,,,,Southwestern Tepehuan,,,I,L
tlb,,,,Tobelo,,,I,L
tlc,,,,Yecuatla Totonac,,,I,L
tld,,,,Talaud,,,I,L
tlf,,,,Telefol,,,I,L
tlg,,,,Tofanma,,,I,L
tlh,,tlh,tlh,Klingon,,,I,C
tli,,tli,tli,Tlingit,,,I,L
tlj,,,,Talinga-Bwisi,,,I,L
tlk,,,,Taloki,,,I,L
tll,,,,Tetela,,,I,L
tlm,,,,Tolomako,,,I,L
tln,,,,Talondo',,,I,L
tlo,,,,Talodi,,,I,L
tlp,,,,Filomena Mata-Coahuitlán Totonac,,,I,L
tlq,,,,Tai Loi,,,I,L
tlr,,,,Talise,,,I,L
tls,,,,Tambotalo,,,I,L
tlt,,,,Sou Nama,,,I,L
tlu,,,,Tulehu,,,I,L
tlv,,,,Taliabu,,,I,L
tlx,,,,Khehek,,,I,L
tly,,,,Talysh,,,I,L
tma,,,,Tama (Chad),,,I,L
tmb,,,,Katbol,,,I,L
tmc,,,,Tumak,,,I,L
tmd,,,,Haruai,,,I,L
tme,,,,Tremembé,,,I,E
tmf,,,,Toba-Maskoy,,,I,L
tmg,,,,Ternateño,,,I,E
tmh,,tmh,tmh,Tamashek,,,M,L
tmi,,,,Tutuba,,,I,L
tmj,,,,Samarokena,,,I,L
tml,,,,Tamnim Citak,,,I,L
tmm,,,,Tai Thanh,,,I,L
tmn,,,,Taman (Indonesia),,,I,L
tmo,,,,Temoq,,,I,L
tmq,,,,Tumleo,,,I,L
tmr,,,,Jewish Babylonian Aramaic (ca. 200-1200 CE),,,I,E
tms,,,,Tima,,,I,L
tmt,,,,Tasmate,,,I,L
tmu,,,,Iau,,,I,L
tmv,,,,Tembo (Motembo),,,I,L
tmw,,,,Temuan,,,I,L
tmy,,,,Tami,,,I,L
tmz,,,,Tamanaku,,,I,E
tna,,,,Tacana,,,I,L
tnb,,,,Western Tunebo,,,I,L
tnc,,,,Tanimuca-Retuarã,,,I,L
tnd,,,,Angosturas Tunebo,,,I,L
tng,,,,Tobanga,,,I,L
tnh,,,,Maiani,,,I,L
tni,,,,Tandia,,,I,L
tnk,,,,Kwamera,,,I,L
tnl,,,,Lenakel,,,I,L
tnm,,,,Tabla,,,I,L
tnn,,,,North Tanna,,,I,L
tno,,,,Toromono,,,I,L
tnp,,,,Whitesands,,,I,L
tnq,,,,Taino,,,I,E
tnr,,,,Ménik,,,I,L
tns,,,,Tenis,,,I,L
tnt,,,,Tontemboan,,,I,L
tnu,,,,Tay Khang,,,I,L
tnv,,,,Tangchangya,,,I,L
tnw,,,,Tonsawang,,,I,L
tnx,,,,Tanema,,,I,L
tny,,,,Tongwe,,,I,L
tnz,,,,Ten'edn,,,I,L
tob,,,,Toba,,,I,L
toc,,,,Coyutla Totonac,,,I,L
tod,,,,Toma,,,I,L
tof,,,,Gizrra,,,I,L
tog,,tog,tog,Tonga (Nyasa),,,I,L
toh,,,,Gitonga,,,I,L
toi,,,,Tonga (Zambia),,,I,L
toj,,,,Tojolabal,,,I,L
tok,,,,Toki Pona,,,I,C
tol,,,,Tolowa,,,I,E
tom,,,,Tombulu,,,I,L
ton,to,ton,ton,Tonga (Tonga Islands),faka Tonga,Austronesian,I,L
too,,,,Xicotepec De Juárez Totonac,,,I,L
top,,,,Papantla Totonac,,,I,L
toq,,,,Toposa,,,I,L
tor,,,,Togbo-Vara Banda,,,I,L
tos,,,,Highland Totonac,,,I,L
tou,,,,Tho,,,I,L
tov,,,,Upper Taromi,,,I,L
tow,,,,Jemez,,,I,L
tox,,,,Tobian,,,I,L
toy,,,,Topoiyo,,,I,L
toz,,,,To,,,I,L
tpa,,,,Taupota,,,I,L
tpc,,,,Azoyú Me'phaa,,,I,L
tpe,,,,Tippera,,,I,L
tpf,,,,Tarpia,,,I,L
tpg,,,,Kula,,,I,L
tpi,,tpi,tpi,Tok Pisin,,,I,L
tpj,,,,Tapieté,,,I,L
tpk,,,,Tupinikin,,,I,E
tpl,,,,Tlacoapa Me'phaa,,,I,L
tpm,,,,Tampulma,,,I,L
tpn,,,,Tupinambá,,,I,E
tpo,,,,Tai Pao,,,I,L
tpp,,,,Pisaflores Tepehua,,,I,L
tpq,,,,Tukpa,,,I,L
tpr,,,,Tuparí,,,I,L
tpt,,,,Tlachichilco Tepehua,,,I,L
tpu,,,,Tampuan,,,I,L
tpv,,,,Tanapag,,,I,L
tpx,,,,Acatepec Me'phaa,,,I,L
tpy,,,,Trumai,,,I,L
tpz,,,,Tinputz,,,I,L
tqb,,,,Tembé,,,I,L
tql,,,,Lehali,,,I,L
tqm,,,,Turumsa,,,I,L
tqn,,,,Tenino,,,I,L
tqo,,,,Toaripi,,,I,L
tqp,,,,Tomoip,,,I,L
tqq,,,,Tunni,,,I,L
tqr,,,,Torona,,,I,E
tqt,,,,Western Totonac,,,I,L
tqu,,,,Touo,,,I,L
tqw,,,,Tonkawa,,,I,E
tra,,,,Tirahi,,,I,L
trb,,,,Terebu,,,I,L
trc,,,,Copala Triqui,,,I,L
trd,,,,Turi,,,I,L
tre,,,,East Tarangan,,,I,L
trf,,,,Trinidadian Creole English,,,I,L
trg,,,,Lishán Didán,,,I,L
trh,,,,Turaka,,,I,L
tri,,,,Trió,,,I,L
trj,,,,Toram,,,I,L
trl,,,,Traveller Scottish,,,I,L
trm,,,,Tregami,,,I,L
trn,,,,Trinitario,,,I,L
tro,,,,Tarao Naga,,,I,L
trp,,,,Kok Borok,,,I,L
trq,,,,San Martín Itunyoso Triqui,,,I,L
trr,,,,Taushiro,,,I,L
trs,,,,Chicahuaxtla Triqui,,,I,L
trt,,,,Tunggare,,,I,L
tru,,,,Turoyo,,,I,L
trv,,,,Sediq,,,I,L
trw,,,,Torwali,,,I,L
trx,,,,Tringgus-Sembaan Bidayuh,,,I,L
try,,,,Turung,,,I,E
trz,,,,Torá,,,I,E
tsa,,,,Tsaangi,,,I,L
tsb,,,,Tsamai,,,I,L
tsc,,,,Tswa,,,I,L
tsd,,,,Tsakonian,,,I,L
tse,,,,Tunisian Sign Language,,,I,L
tsg,,,,Tausug,,,I,L
tsh,,,,Tsuvan,,,I,L
tsi,,tsi,tsi,Tsimshian,,,I,L
tsj,,,,Tshangla,,,I,L
tsk,,,,Tseku,,,I,L
tsl,,,,Ts'ün-Lao,,,I,L
tsm,,,,Turkish Sign Language,,,I,L
tsn,tn,tsn,tsn,Tswana,Setswana,Niger–Congo,I,L
tso,ts,tso,tso,Tsonga,Xitsonga,Niger–Congo,I,L
tsp,,,,Northern Toussian,,,I,L
tsq,,,,Thai Sign Language,,,I,L
tsr,,,,Akei,,,I,L
tss,,,,Taiwan Sign Language,,,I,L
tst,,,,Tondi Songway Kiini,,,I,L
tsu,,,,Tsou,,,I,L
tsv,,,,Tsogo,,,I,L
tsw,,,,Tsishingini,,,I,L
tsx,,,,Mubami,,,I,L
tsy,,,,Tebul Sign Language,,,I,L
tsz,,,,Purepecha,,,I,L
tta,,,,Tutelo,,,I,E
ttb,,,,Gaa,,,I,L
ttc,,,,Tektiteko,,,I,L
ttd,,,,Tauade,,,I,L
tte,,,,Bwanabwana,,,I,L
ttf,,,,Tuotomb,,,I,L
ttg,,,,Tutong,,,I,L
tth,,,,Upper Ta'oih,,,I,L
tti,,,,Tobati,,,I,L
ttj,,,,Tooro,,,I,L
ttk,,,,Totoro,,,I,L
ttl,,,,Totela,,,I,L
ttm,,,,Northern Tutchone,,,I,L
ttn,,,,Towei,,,I,L
tto,,,,Lower Ta'oih,,,I,L
ttp,,,,Tombelala,,,I,L
ttq,,,,Tawallammat Tamajaq,,,I,L
ttr,,,,Tera,,,I,L
tts,,,,Northeastern Thai,,,I,L
ttt,,,,Muslim Tat,,,I,L
ttu,,,,Torau,,,I,L
ttv,,,,Titan,,,I,L
ttw,,,,Long Wat,,,I,L
tty,,,,Sikaritai,,,I,L
ttz,,,,Tsum,,,I,L
tua,,,,Wiarumus,,,I,L
tub,,,,Tübatulabal,,,I,E
tuc,,,,Mutu,,,I,L
tud,,,,Tuxá,,,I,E
tue,,,,Tuyuca,,,I,L
tuf,,,,Central Tunebo,,,I,L
tug,,,,Tunia,,,I,L
tuh,,,,Taulil,,,I,L
tui,,,,Tupuri,,,I,L
tuj,,,,Tugutil,,,I,L
tuk,tk,tuk,tuk,Turkmen,"Türkmen, Түркмен",Turkic,I,L
tul,,,,Tula,,,I,L
tum,,tum,tum,Tumbuka,,,I,L
tun,,,,Tunica,,,I,L
tuo,,,,Tucano,,,I,L
tuq,,,,Tedaga,,,I,L
tur,tr,tur,tur,Turkish,Türkçe,Turkic,I,L
